region,year,rural_population_start,rural_population_end,rural_births,rural_deaths,rural_natural_increase,arrivals_total,departures_total,migration_net_total
Тамбовская область,2022,389524.0,382990.0,,,-6534.0,24622.0,,-3207.0
Тамбовская область,2023,382990.0,377748.0,,,-5242.0,22347.0,23728.0,-1381.0
Тверская область,2018,311014.0,304806.0,,,-6208.0,39606.0,,-4348.0
Тверская область,2019,304806.0,300733.0,,,-4073.0,42760.0,,654.0
Тверская область,2020,300733.0,295548.0,,,-5185.0,36291.0,,-1514.0
Тверская область,2021,295548.0,291245.0,,,-4303.0,37472.0,,1658.0
Тверская область,2022,290033.0,286555.0,,,-3478.0,36264.0,,-1906.0
Тверская область,2023,286555.0,284554.0,,,-2001.0,32818.0,33051.0,-233.0
Томская область,2018,297476.0,296210.0,,,-1266.0,40442.0,,-663.0
Томская область,2019,296210.0,297814.0,,,1604.0,40788.0,,3263.0
Томская область,2020,297814.0,298797.0,,,983.0,30953.0,,-4417.0
Томская область,2021,298797.0,296716.0,,,-2081.0,34925.0,,5082.0
Томская область,2022,303825.0,302106.0,,,-1719.0,31283.0,,-6559.0
Томская область,2023,302106.0,300933.0,,,-1173.0,25847.0,30707.0,-4860.0
Тульская область,2018,376113.0,372304.0,,,-3809.0,51537.0,,-1306.0
Тульская область,2019,372304.0,369144.0,,,-3160.0,47803.0,,-569.0
Тульская область,2020,369144.0,366233.0,,,-2911.0,41204.0,,-186.0
Тульская область,2021,366233.0,363899.0,,,-2334.0,40422.0,,3951.0
Тульская область,2022,399594.0,397593.0,,,-2001.0,43357.0,,-31.0
Тульская область,2023,397593.0,396754.0,,,-839.0,40638.0,38034.0,2604.0
Тюменская область,2018,714184.0,713386.0,,,-798.0,177064.0,,10524.0
Тюменская область,2019,713386.0,712712.0,,,-674.0,169499.0,,14570.0
Тюменская область,2020,712712.0,710049.0,,,-2663.0,149853.0,,10503.0
Тюменская область,2021,710049.0,697543.0,,,-12506.0,157311.0,,22755.0
Тюменская область,2022,733757.0,732571.0,,,-1186.0,154220.0,,11139.0
Тюменская область,2023,732571.0,732599.0,,,28.0,155404.0,128878.0,26526.0
Тюменская область без автономных округов,2018,500266.0,500405.0,,,139.0,65430.0,,15683.0
Тюменская область без автономных округов,2019,500405.0,499984.0,,,-421.0,62941.0,,15649.0
Тюменская область без автономных округов,2020,499984.0,497483.0,,,-2501.0,51567.0,,6075.0
Тюменская область без автономных округов,2021,497483.0,495468.0,,,-2015.0,53685.0,,11769.0
Тюменская область без автономных округов,2022,519722.0,519668.0,,,-54.0,51421.0,,5207.0
Тюменская область без автономных округов,2023,519668.0,521337.0,,,1669.0,47527.0,41785.0,5742.0
Удмуртская Республика,2018,517316.0,513030.0,,,-4286.0,45089.0,,-3998.0
Удмуртская Республика,2019,513030.0,508778.0,,,-4252.0,37446.0,,-3166.0
Удмуртская Республика,2020,508778.0,504754.0,,,-4024.0,35306.0,,-707.0
Удмуртская Республика,2021,504754.0,500315.0,,,-4439.0,38819.0,,58.0
Удмуртская Республика,2022,496775.0,493804.0,,,-2971.0,39590.0,,-1224.0
Удмуртская Республика,2023,493804.0,491037.0,,,-2767.0,36744.0,38810.0,-2066.0
Ульяновская область,2018,307851.0,302033.0,,,-5818.0,29801.0,,-2552.0
Ульяновская область,2019,302033.0,297117.0,,,-4916.0,25605.0,,-2395.0
Ульяновская область,2020,297117.0,291244.0,,,-5873.0,23307.0,,-1030.0
Ульяновская область,2021,291244.0,284362.0,,,-6882.0,24279.0,,-625.0
Ульяновская область,2022,276955.0,271920.0,,,-5035.0,22232.0,,-1746.0
Ульяновская область,2023,271920.0,267928.0,,,-3992.0,20977.0,21470.0,-493.0
Хабаровский край,2018,237326.0,237245.0,,,-81.0,53212.0,,-4931.0
Хабаровский край,2019,237245.0,235657.0,,,-1588.0,51324.0,,-2711.0
Хабаровский край,2020,235657.0,232819.0,,,-2838.0,39050.0,,-7354.0
Хабаровский край,2021,232819.0,231137.0,,,-1682.0,51883.0,,6501.0
Хабаровский край,2022,213947.0,211904.0,,,-2043.0,50873.0,,-2989.0
Хабаровский край,2023,211904.0,210800.0,,,-1104.0,50146.0,50655.0,-509.0
Ханты-Мансийский автономный округ-Югра,2018,126775.0,125756.0,,,-1019.0,75582.0,,-3424.0
Ханты-Мансийский автономный округ-Югра,2019,125756.0,125363.0,,,-393.0,73542.0,,239.0
Ханты-Мансийский автономный округ-Югра,2020,125363.0,124634.0,,,-729.0,70427.0,,5499.0
Ханты-Мансийский автономный округ-Югра,2021,124634.0,123850.0,,,-784.0,74378.0,,9332.0
Ханты-Мансийский автономный округ-Югра,2022,135800.0,134587.0,,,-1213.0,77438.0,,8686.0
Ханты-Мансийский автономный округ-Югра,2023,134587.0,134810.0,,,223.0,83583.0,62543.0,21040.0
Челябинская область,2018,604374.0,600775.0,,,-3599.0,91900.0,,-8953.0
Челябинская область,2019,600775.0,600234.0,,,-541.0,99262.0,,1805.0
Челябинская область,2020,600234.0,595815.0,,,-4419.0,87387.0,,-905.0
Челябинская область,2021,595815.0,593096.0,,,-2719.0,89950.0,,2960.0
Челябинская область,2022,594816.0,592998.0,,,-1818.0,90052.0,,17.0
Челябинская область,2023,592998.0,594182.0,,,1184.0,83569.0,81573.0,1996.0
Чеченская Республика,2018,935802.0,922068.0,,,-13734.0,17371.0,,-3558.0
Чеченская Республика,2019,922068.0,933318.0,,,11250.0,17312.0,,-1654.0
Чеченская Республика,2020,933318.0,928262.0,,,-5056.0,14526.0,,-1187.0
Чеченская Республика,2021,928262.0,939710.0,,,11448.0,14505.0,,-2174.0
Чеченская Республика,2022,936822.0,948470.0,,,11648.0,13221.0,,-5712.0
Чеченская Республика,2023,948470.0,930540.0,,,-17930.0,12625.0,17219.0,-4594.0
Чувашская Республика,2018,462149.0,452743.0,,,-9406.0,45801.0,,-5325.0
Чувашская Республика,2019,452743.0,445883.0,,,-6860.0,41477.0,,-2005.0
Чувашская Республика,2020,445883.0,438920.0,,,-6963.0,36752.0,,-2332.0
Чувашская Республика,2021,438920.0,429195.0,,,-9725.0,36277.0,,-78.0
Чувашская Республика,2022,425846.0,418726.0,,,-7120.0,32559.0,,-5026.0
Чувашская Республика,2023,418726.0,413825.0,,,-4901.0,32289.0,33231.0,-942.0
Чукотский автономный округ,2018,14553.0,14470.0,,,-83.0,5401.0,,237.0
Чукотский автономный округ,2019,14470.0,14314.0,,,-156.0,6029.0,,554.0
Чукотский автономный округ,2020,14314.0,14285.0,,,-29.0,4713.0,,-760.0
Чукотский автономный округ,2021,14285.0,14039.0,,,-246.0,5336.0,,551.0
Чукотский автономный округ,2022,14947.0,14793.0,,,-154.0,5534.0,,-84.0
Чукотский автономный округ,2023,14793.0,14711.0,,,-82.0,5086.0,4936.0,150.0
Ямало-Ненецкий автономный округ,2018,87143.0,87225.0,,,82.0,36052.0,,-1735.0
Ямало-Ненецкий автономный округ,2019,87225.0,87365.0,,,140.0,33016.0,,-1318.0
Ямало-Ненецкий автономный округ,2020,87365.0,87932.0,,,567.0,27859.0,,-1071.0
Ямало-Ненецкий автономный округ,2021,87932.0,78225.0,,,-9707.0,29248.0,,1654.0
Ямало-Ненецкий автономный округ,2022,78235.0,78316.0,,,81.0,25361.0,,-2754.0
Ямало-Ненецкий автономный округ,2023,78316.0,76452.0,,,-1864.0,24294.0,24550.0,-256.0
Ярославская область,2018,230581.0,231892.0,,,1311.0,40542.0,,396.0
Ярославская область,2019,231892.0,230646.0,,,-1246.0,37705.0,,1023.0
Ярославская область,2020,230646.0,229458.0,,,-1188.0,31251.0,,-964.0
Ярославская область,2021,229458.0,228043.0,,,-1415.0,30134.0,,791.0
Ярославская область,2022,228238.0,227079.0,,,-1159.0,30512.0,,-851.0
Ярославская область,2023,227079.0,227421.0,,,342.0,29934.0,28235.0,1699.0
г. Москва,2018,163853.0,182748.0,,,18895.0,,,
г. Москва,2019,182748.0,197598.0,,,14850.0,,,
г. Москва,2020,197598.0,199368.0,,,1770.0,,,
г. Москва,2021,199368.0,220771.0,,,21403.0,,,
г. Москва,2022,0.0,0.0,,,0.0,,,
г. Москва,2023,0.0,0.0,,,0.0,,,
г. Севастополь,2018,30694.0,30649.0,,,-45.0,,,
г. Севастополь,2019,30649.0,30365.0,,,-284.0,,,
г. Севастополь,2020,30365.0,30598.0,,,233.0,,,
г. Севастополь,2021,30598.0,30179.0,,,-419.0,,,
г. Севастополь,2022,42166.0,41882.0,,,-284.0,,,
г. Севастополь,2023,41882.0,41507.0,,,-375.0,,,
г.Москва,2018,,,,,,353692.0,,98763.0
г.Москва,2019,,,,,,300171.0,,47584.0
г.Москва,2020,,,,,,227206.0,,1609.0
г.Москва,2021,,,,,,223899.0,,22866.0
г.Москва,2022,,,,,,318882.0,,92578.0
г.Москва,2023,,,,,,319601.0,278595.0,41006.0
г.Санкт-Петербург,2018,0.0,0.0,,,0.0,250742.0,,27776.0
г.Санкт-Петербург,2019,0.0,0.0,,,0.0,224852.0,,14482.0
г.Санкт-Петербург,2020,0.0,0.0,,,0.0,185085.0,,5260.0
г.Санкт-Петербург,2021,0.0,0.0,,,0.0,198284.0,,23897.0
г.Санкт-Петербург,2022,0.0,0.0,,,0.0,182701.0,,6571.0
г.Санкт-Петербург,2023,0.0,0.0,,,0.0,176576.0,166791.0,9785.0
г.Севастополь,2018,,,,,,21126.0,,7739.0
г.Севастополь,2019,,,,,,21399.0,,7429.0
г.Севастополь,2020,,,,,,30793.0,,15207.0
г.Севастополь,2021,,,,,,32710.0,,15390.0
г.Севастополь,2022,,,,,,33876.0,,13088.0
г.Севастополь,2023,,,,,,26288.0,21254.0,5034.0
